OBJECTID,TRACTCE10,POP,LATPOP_D,WHIPOP_D,BLAPOP_D,AMIPOP_D,ASIPOP_D,HPIPOP_D,OTHPOP_D,MMRPOP_D,VAP,LATVAP_D,WHIVAP_D,BLAVAP_D,AMIVAP_D,ASIVAP_D,HPIVAP_D,OTHVAP_D,MMRVAP_D,H0010001,H0010002,H0010003,TOOLTIP,NLA_URL
622,214000,3898,118,3560,41,13,142,1,15,8,2638,100,2350,33,11,125,1,11,7,1416,1344,72,Tract: 2140.00\nTotal Population: 3898,navigatela/reports/census_tracts_2010.cfm?PK=214000
623,214100,3944,194,3377,117,4,221,7,4,20,2997,165,2539,92,3,178,4,3,13,1787,1677,110,Tract: 2141.00\nTotal Population: 3944,navigatela/reports/census_tracts_2010.cfm?PK=214100
624,214400,2877,265,2286,90,19,170,7,20,20,2700,244,2146,85,19,163,6,19,18,1847,1731,116,Tract: 2144.00\nTotal Population: 2877,navigatela/reports/census_tracts_2010.cfm?PK=214400
625,214501,2929,230,1641,164,9,860,2,6,17,2488,190,1488,138,6,648,2,6,10,1668,1553,115,Tract: 2145.01\nTotal Population: 2929,navigatela/reports/census_tracts_2010.cfm?PK=214501
626,214502,5528,362,2388,373,7,2333,18,19,28,4690,307,2212,326,7,1781,14,18,25,2872,2740,132,Tract: 2145.02\nTotal Population: 5528,navigatela/reports/census_tracts_2010.cfm?PK=214502
627,214503,3325,209,1313,178,8,1569,6,13,29,2691,169,1190,134,6,1157,4,10,21,1633,1557,76,Tract: 2145.03\nTotal Population: 3325,navigatela/reports/census_tracts_2010.cfm?PK=214503
628,214600,2411,175,1886,101,6,213,8,3,19,2184,159,1712,91,6,193,8,3,12,1417,1337,80,Tract: 2146.00\nTotal Population: 2411,navigatela/reports/census_tracts_2010.cfm?PK=214600
629,214700,2512,234,1984,92,14,177,2,4,5,2184,197,1724,83,11,159,1,4,5,1329,1241,88,Tract: 2147.00\nTotal Population: 2512,navigatela/reports/census_tracts_2010.cfm?PK=214700
630,214800,2573,181,2126,93,11,146,5,4,7,2328,153,1932,85,10,135,4,3,6,1503,1393,110,Tract: 2148.00\nTotal Population: 2573,navigatela/reports/census_tracts_2010.cfm?PK=214800
631,214901,3083,156,2428,95,13,340,17,21,13,2886,150,2277,90,13,310,14,19,13,2312,2029,283,Tract: 2149.01\nTotal Population: 3083,navigatela/reports/census_tracts_2010.cfm?PK=214901
632,214902,2586,186,1928,81,2,377,1,6,5,2385,160,1790,77,2,344,1,6,5,1742,1540,202,Tract: 2149.02\nTotal Population: 2586,navigatela/reports/census_tracts_2010.cfm?PK=214902
633,215101,2477,349,1350,268,14,457,1,22,16,2311,305,1315,240,13,402,1,19,16,1788,1619,169,Tract: 2151.01\nTotal Population: 2477,navigatela/reports/census_tracts_2010.cfm?PK=215101
634,215102,3110,355,1974,238,10,492,3,14,24,2931,307,1907,225,10,444,3,13,22,2206,2043,163,Tract: 2151.02\nTotal Population: 3110,navigatela/reports/census_tracts_2010.cfm?PK=215102
635,216100,2289,292,1001,503,7,423,3,11,49,1945,228,856,433,7,378,3,8,32,1116,1026,90,Tract: 2161.00\nTotal Population: 2289,navigatela/reports/census_tracts_2010.cfm?PK=216100
636,216200,4911,740,1906,1273,21,867,10,31,63,4293,583,1745,1089,15,780,9,26,46,2644,2475,169,Tract: 2162.00\nTotal Population: 4911,navigatela/reports/census_tracts_2010.cfm?PK=216200
637,216300,4526,423,2779,509,16,735,3,21,40,3893,340,2380,447,15,657,3,16,35,2502,2327,175,Tract: 2163.00\nTotal Population: 4526,navigatela/reports/census_tracts_2010.cfm?PK=216300
638,216401,4189,323,3079,202,23,485,15,33,29,3603,274,2642,176,22,427,14,22,26,2373,2101,272,Tract: 2164.01\nTotal Population: 4189,navigatela/reports/census_tracts_2010.cfm?PK=216401
639,216402,2615,140,2035,97,14,303,5,6,15,2338,128,1810,86,14,277,5,6,12,1532,1351,181,Tract: 2164.02\nTotal Population: 2615,navigatela/reports/census_tracts_2010.cfm?PK=216402
640,216700,3709,747,1173,1317,18,352,7,34,61,3095,564,1015,1120,15,302,7,26,46,1744,1607,137,Tract: 2167.00\nTotal Population: 3709,navigatela/reports/census_tracts_2010.cfm?PK=216700
641,216800,3289,597,2091,303,7,243,3,27,18,2690,428,1750,264,7,208,3,18,12,1614,1473,141,Tract: 2168.00\nTotal Population: 3289,navigatela/reports/census_tracts_2010.cfm?PK=216800
642,216900,5060,999,1769,1787,22,359,6,41,77,4335,790,1577,1563,18,306,3,27,51,2555,2382,173,Tract: 2169.00\nTotal Population: 5060,navigatela/reports/census_tracts_2010.cfm?PK=216900
643,217001,2654,182,2212,89,3,144,2,15,7,1908,142,1566,74,3,110,2,6,5,1075,984,91,Tract: 2170.01\nTotal Population: 2654,navigatela/reports/census_tracts_2010.cfm?PK=217001
644,217002,4977,541,3299,507,17,511,13,45,44,4148,466,2688,443,16,453,12,35,35,2370,2212,158,Tract: 2170.02\nTotal Population: 4977,navigatela/reports/census_tracts_2010.cfm?PK=217002
645,217100,5374,2036,1075,1821,25,278,3,51,85,4292,1441,957,1527,22,241,3,38,63,2468,2266,202,Tract: 2171.00\nTotal Population: 5374,navigatela/reports/census_tracts_2010.cfm?PK=217100
646,217200,3905,1599,675,1192,9,366,4,19,41,3080,1125,608,983,8,308,4,12,32,1669,1556,113,Tract: 2172.00\nTotal Population: 3905,navigatela/reports/census_tracts_2010.cfm?PK=217200
647,218110,3453,1885,195,821,5,501,2,12,32,2662,1333,174,686,4,429,2,10,24,1217,1127,90,Tract: 2181.10\nTotal Population: 3453,navigatela/reports/census_tracts_2010.cfm?PK=218110
648,218120,4530,3127,102,505,7,701,5,43,40,3383,2205,88,393,6,628,2,27,34,1466,1359,107,Tract: 2181.20\nTotal Population: 4530,navigatela/reports/census_tracts_2010.cfm?PK=218120
649,218210,4457,3182,144,1017,4,49,6,28,27,3199,2174,135,797,3,44,6,18,22,1256,1157,99,Tract: 2182.10\nTotal Population: 4457,navigatela/reports/census_tracts_2010.cfm?PK=218210
650,218220,4358,2271,298,1477,9,212,0,25,66,3277,1568,256,1199,8,185,0,17,44,1563,1436,127,Tract: 2182.20\nTotal Population: 4358,navigatela/reports/census_tracts_2010.cfm?PK=218220
651,218300,5520,2912,374,1897,16,201,5,27,88,4208,2043,345,1553,13,168,4,21,61,2166,2009,157,Tract: 2183.00\nTotal Population: 5520,navigatela/reports/census_tracts_2010.cfm?PK=218300
652,218400,4714,3112,194,1256,8,53,9,39,43,3396,2117,158,1006,7,46,9,21,32,1494,1388,106,Tract: 2184.00\nTotal Population: 4714,navigatela/reports/census_tracts_2010.cfm?PK=218400
653,218500,2869,1556,153,1013,3,77,3,17,47,2187,1115,138,822,3,64,3,10,32,1038,950,88,Tract: 2185.00\nTotal Population: 2869,navigatela/reports/census_tracts_2010.cfm?PK=218500
654,218600,3142,1656,186,1168,8,77,1,12,34,2371,1159,151,956,5,69,1,9,21,1104,1015,89,Tract: 2186.00\nTotal Population: 3142,navigatela/reports/census_tracts_2010.cfm?PK=218600
655,218701,2430,1029,121,1028,9,179,7,12,45,1846,714,94,825,8,156,6,8,35,881,824,57,Tract: 2187.01\nTotal Population: 2430,navigatela/reports/census_tracts_2010.cfm?PK=218701
656,218702,2176,1170,75,835,2,59,0,15,20,1585,808,56,642,1,50,0,15,13,848,744,104,Tract: 2187.02\nTotal Population: 2176,navigatela/reports/census_tracts_2010.cfm?PK=218702
657,218800,2658,1657,73,685,4,218,0,6,15,1985,1131,62,568,4,201,0,6,13,937,875,62,Tract: 2188.00\nTotal Population: 2658,navigatela/reports/census_tracts_2010.cfm?PK=218800
658,218900,5464,2731,281,2166,9,165,9,36,67,3988,1832,254,1662,6,152,6,31,45,2145,1947,198,Tract: 2189.00\nTotal Population: 5464,navigatela/reports/census_tracts_2010.cfm?PK=218900
659,219010,2814,1848,74,765,0,76,3,16,32,2032,1262,59,600,0,73,3,13,22,833,781,52,Tract: 2190.10\nTotal Population: 2814,navigatela/reports/census_tracts_2010.cfm?PK=219010
660,219020,4798,3102,135,1344,17,126,3,32,39,3470,2143,109,1019,13,124,3,30,29,1473,1392,81,Tract: 2190.20\nTotal Population: 4798,navigatela/reports/census_tracts_2010.cfm?PK=219020
661,219300,3700,2072,93,1264,13,183,1,23,51,2678,1362,73,1005,8,174,1,16,39,1442,1333,109,Tract: 2193.00\nTotal Population: 3700,navigatela/reports/census_tracts_2010.cfm?PK=219300
662,219500,1737,337,63,961,5,328,3,10,30,1408,230,56,768,5,322,3,7,17,760,717,43,Tract: 2195.00\nTotal Population: 1737,navigatela/reports/census_tracts_2010.cfm?PK=219500
663,219700,4306,2744,132,1288,23,61,0,23,35,3182,1921,112,1026,21,56,0,15,31,1411,1307,104,Tract: 2197.00\nTotal Population: 4306,navigatela/reports/census_tracts_2010.cfm?PK=219700
664,219800,3310,2459,48,722,10,37,1,13,20,2282,1660,44,515,10,31,1,10,11,1018,952,66,Tract: 2198.00\nTotal Population: 3310,navigatela/reports/census_tracts_2010.cfm?PK=219800
665,219901,5234,4179,115,850,8,31,2,17,32,3547,2749,90,646,6,25,2,9,20,1470,1399,71,Tract: 2199.01\nTotal Population: 5234,navigatela/reports/census_tracts_2010.cfm?PK=219901
666,219902,4113,2971,143,858,5,69,4,21,42,3038,2084,122,713,4,66,3,11,35,1237,1188,49,Tract: 2199.02\nTotal Population: 4113,navigatela/reports/census_tracts_2010.cfm?PK=219902
667,220000,5345,2645,133,2325,13,133,0,40,56,3973,1786,110,1864,9,125,0,32,47,2048,1914,134,Tract: 2200.00\nTotal Population: 5345,navigatela/reports/census_tracts_2010.cfm?PK=220000
668,220100,2334,669,105,1380,1,143,2,8,26,1842,495,92,1093,1,136,2,5,18,1034,1000,34,Tract: 2201.00\nTotal Population: 2334,navigatela/reports/census_tracts_2010.cfm?PK=220100
669,221110,3565,3160,87,43,7,253,1,11,3,2591,2226,74,35,5,242,1,7,1,1148,1053,95,Tract: 2211.10\nTotal Population: 3565,navigatela/reports/census_tracts_2010.cfm?PK=221110
670,221120,3373,3157,70,57,4,60,0,21,4,2332,2181,37,46,3,52,0,10,3,869,842,27,Tract: 2211.20\nTotal Population: 3373,navigatela/reports/census_tracts_2010.cfm?PK=221120
671,221210,3300,2685,93,170,10,310,2,20,10,2458,1930,77,140,7,277,2,16,9,910,860,50,Tract: 2212.10\nTotal Population: 3300,navigatela/reports/census_tracts_2010.cfm?PK=221210
672,221220,3378,2987,77,71,5,222,1,11,4,2526,2198,64,57,5,193,1,7,1,1027,972,55,Tract: 2212.20\nTotal Population: 3378,navigatela/reports/census_tracts_2010.cfm?PK=221220
673,221302,4403,2949,210,817,9,357,3,27,31,3243,2042,177,651,4,325,3,20,21,1347,1254,93,Tract: 2213.02\nTotal Population: 4403,navigatela/reports/census_tracts_2010.cfm?PK=221302
674,221303,2551,1958,86,200,14,282,0,6,5,1895,1384,71,164,8,264,0,2,2,799,729,70,Tract: 2213.03\nTotal Population: 2551,navigatela/reports/census_tracts_2010.cfm?PK=221303
675,221304,3319,1796,105,765,8,615,3,10,17,2453,1200,93,609,6,525,2,5,13,1116,1050,66,Tract: 2213.04\nTotal Population: 3319,navigatela/reports/census_tracts_2010.cfm?PK=221304
676,221401,3359,1429,294,1441,12,127,3,25,28,2644,1031,276,1169,8,121,2,15,22,1366,1279,87,Tract: 2214.01\nTotal Population: 3359,navigatela/reports/census_tracts_2010.cfm?PK=221401
677,221402,2715,1329,227,785,6,325,1,9,33,2129,949,192,636,5,311,1,9,26,946,873,73,Tract: 2214.02\nTotal Population: 2715,navigatela/reports/census_tracts_2010.cfm?PK=221402
678,221500,3507,2391,63,792,6,169,0,35,51,2582,1672,57,629,6,152,0,26,40,1244,1145,99,Tract: 2215.00\nTotal Population: 3507,navigatela/reports/census_tracts_2010.cfm?PK=221500
679,221601,3403,2768,116,336,10,140,0,20,13,2522,2002,102,261,4,129,0,16,8,940,889,51,Tract: 2216.01\nTotal Population: 3403,navigatela/reports/census_tracts_2010.cfm?PK=221601
680,221602,2816,2549,49,115,0,83,2,13,5,2002,1791,41,81,0,73,2,10,4,854,807,47,Tract: 2216.02\nTotal Population: 2816,navigatela/reports/census_tracts_2010.cfm?PK=221602
681,221710,2621,2005,157,199,0,240,0,4,16,2042,1460,147,186,0,232,0,3,14,941,857,84,Tract: 2217.10\nTotal Population: 2621,navigatela/reports/census_tracts_2010.cfm?PK=221710
682,221810,2773,1417,510,241,5,546,1,14,39,2311,1032,503,187,5,543,1,9,31,1048,986,62,Tract: 2218.10\nTotal Population: 2773,navigatela/reports/census_tracts_2010.cfm?PK=221810
683,221820,3095,533,958,236,5,1293,6,15,49,2932,461,949,189,5,1258,6,15,49,1188,1117,71,Tract: 2218.20\nTotal Population: 3095,navigatela/reports/census_tracts_2010.cfm?PK=221820
684,221900,3664,1057,975,309,10,1251,8,16,38,3391,842,966,271,10,1241,8,15,38,1098,1023,75,Tract: 2219.00\nTotal Population: 3664,navigatela/reports/census_tracts_2010.cfm?PK=221900
685,222001,3237,2066,130,885,14,66,1,37,38,2394,1451,100,715,12,57,1,26,32,910,858,52,Tract: 2220.01\nTotal Population: 3237,navigatela/reports/census_tracts_2010.cfm?PK=222001
686,222002,4655,3039,140,1364,3,25,6,46,32,3379,2165,78,1042,1,22,5,40,26,1355,1285,70,Tract: 2220.02\nTotal Population: 4655,navigatela/reports/census_tracts_2010.cfm?PK=222002
687,222100,3877,2629,132,932,5,98,7,47,27,2845,1842,113,742,3,90,5,28,22,1166,1097,69,Tract: 2221.00\nTotal Population: 3877,navigatela/reports/census_tracts_2010.cfm?PK=222100
688,222200,3965,2573,225,946,6,143,1,35,36,2947,1813,190,749,6,135,1,25,28,1258,1183,75,Tract: 2222.00\nTotal Population: 3965,navigatela/reports/census_tracts_2010.cfm?PK=222200
689,222500,4963,3556,74,1155,16,85,8,26,43,3507,2444,66,857,11,75,7,21,26,1347,1277,70,Tract: 2225.00\nTotal Population: 4963,navigatela/reports/census_tracts_2010.cfm?PK=222500
690,222600,5631,3069,434,1384,7,631,9,39,58,4277,2137,419,1017,7,614,7,32,44,1813,1694,119,Tract: 2226.00\nTotal Population: 5631,navigatela/reports/census_tracts_2010.cfm?PK=222600
691,222700,3748,436,1747,187,8,1309,4,9,48,3699,431,1728,181,8,1292,4,9,46,272,266,6,Tract: 2227.00\nTotal Population: 3748,navigatela/reports/census_tracts_2010.cfm?PK=222700
692,224010,2433,1735,188,347,13,136,0,1,13,1879,1231,181,311,13,130,0,1,12,1235,1111,124,Tract: 2240.10\nTotal Population: 2433,navigatela/reports/census_tracts_2010.cfm?PK=224010
693,224020,2789,2333,134,238,3,57,0,16,8,2011,1600,124,214,3,57,0,5,8,1007,908,99,Tract: 2240.20\nTotal Population: 2789,navigatela/reports/census_tracts_2010.cfm?PK=224020
694,224200,2392,2252,44,40,0,46,0,9,1,1750,1636,33,35,0,40,0,6,0,714,683,31,Tract: 2242.00\nTotal Population: 2392,navigatela/reports/census_tracts_2010.cfm?PK=224200
695,224310,2025,1811,87,34,1,78,0,11,3,1444,1255,82,27,1,70,0,6,3,641,586,55,Tract: 2243.10\nTotal Population: 2025,navigatela/reports/census_tracts_2010.cfm?PK=224310
696,224320,3224,2965,45,126,2,83,0,1,2,2338,2130,41,88,2,74,0,1,2,1071,1018,53,Tract: 2243.20\nTotal Population: 3224,navigatela/reports/census_tracts_2010.cfm?PK=224320
697,224410,3140,1832,388,136,3,753,4,16,8,2621,1348,385,118,3,741,4,14,8,1130,1041,89,Tract: 2244.10\nTotal Population: 3140,navigatela/reports/census_tracts_2010.cfm?PK=224410
698,224420,2369,1961,125,164,7,103,1,1,7,1786,1416,117,139,7,99,1,1,6,773,742,31,Tract: 2244.20\nTotal Population: 2369,navigatela/reports/census_tracts_2010.cfm?PK=224420
699,224600,3425,2960,87,312,0,42,3,15,6,2330,1941,77,260,0,39,1,8,4,811,768,43,Tract: 2246.00\nTotal Population: 3425,navigatela/reports/census_tracts_2010.cfm?PK=224600
700,224700,4856,648,2673,265,11,1196,7,17,39,4747,576,2657,253,11,1187,7,17,39,891,836,55,Tract: 2247.00\nTotal Population: 4856,navigatela/reports/census_tracts_2010.cfm?PK=224700
701,226001,2068,1843,36,126,4,54,1,4,0,1428,1239,25,106,4,51,1,2,0,530,482,48,Tract: 2260.01\nTotal Population: 2068,navigatela/reports/census_tracts_2010.cfm?PK=226001
702,226002,1604,799,364,294,9,123,1,3,11,1413,649,354,272,9,115,1,3,10,1076,794,282,Tract: 2260.02\nTotal Population: 1604,navigatela/reports/census_tracts_2010.cfm?PK=226002
703,226410,3491,3327,18,95,3,42,0,1,5,2277,2150,9,70,3,41,0,1,3,842,816,26,Tract: 2264.10\nTotal Population: 3491,navigatela/reports/census_tracts_2010.cfm?PK=226410
704,226420,4906,4439,16,379,1,54,3,11,3,3306,2940,14,286,1,54,1,8,2,1199,1129,70,Tract: 2264.20\nTotal Population: 4906,navigatela/reports/census_tracts_2010.cfm?PK=226420
705,226700,6170,5866,32,238,0,11,1,10,12,4021,3808,21,168,0,9,1,9,5,1324,1272,52,Tract: 2267.00\nTotal Population: 6170,navigatela/reports/census_tracts_2010.cfm?PK=226700
706,227010,4662,4293,28,329,3,1,1,2,5,3065,2828,18,213,1,1,1,1,2,1059,1000,59,Tract: 2270.10\nTotal Population: 4662,navigatela/reports/census_tracts_2010.cfm?PK=227010
707,227020,3599,3339,10,236,0,7,2,3,2,2295,2113,5,166,0,6,1,3,1,751,721,30,Tract: 2270.20\nTotal Population: 3599,navigatela/reports/census_tracts_2010.cfm?PK=227020
708,228100,4916,4487,22,360,6,7,0,15,19,3211,2892,14,276,3,7,0,10,9,1072,1014,58,Tract: 2281.00\nTotal Population: 4916,navigatela/reports/census_tracts_2010.cfm?PK=228100
709,228210,3806,3207,64,417,2,105,0,4,7,2591,2105,36,335,2,104,0,3,6,1010,961,49,Tract: 2282.10\nTotal Population: 3806,navigatela/reports/census_tracts_2010.cfm?PK=228210
710,228220,4389,3809,38,502,1,4,0,28,7,2794,2373,25,372,1,3,0,17,3,932,874,58,Tract: 2282.20\nTotal Population: 4389,navigatela/reports/census_tracts_2010.cfm?PK=228220
711,228310,4449,4108,23,289,2,4,0,9,14,2896,2625,16,232,2,3,0,7,11,1037,986,51,Tract: 2283.10\nTotal Population: 4449,navigatela/reports/census_tracts_2010.cfm?PK=228310
712,228320,3219,2872,11,322,3,1,0,5,5,2075,1808,4,249,3,1,0,5,5,759,676,83,Tract: 2283.20\nTotal Population: 3219,navigatela/reports/census_tracts_2010.cfm?PK=228320
713,228410,3320,3050,34,207,1,4,0,14,10,2103,1913,17,155,1,4,0,8,5,730,694,36,Tract: 2284.10\nTotal Population: 3320,navigatela/reports/census_tracts_2010.cfm?PK=228410
714,228420,3150,2780,13,333,1,1,1,9,12,2004,1760,9,225,1,1,1,3,4,726,684,42,Tract: 2284.20\nTotal Population: 3150,navigatela/reports/census_tracts_2010.cfm?PK=228420
715,228500,5220,4654,33,492,2,4,0,19,16,3331,2915,19,370,2,4,0,9,12,1128,1058,70,Tract: 2285.00\nTotal Population: 5220,navigatela/reports/census_tracts_2010.cfm?PK=228500
716,228600,5049,4387,64,547,0,16,0,19,16,3263,2773,38,415,0,13,0,15,9,1114,1047,67,Tract: 2286.00\nTotal Population: 5049,navigatela/reports/census_tracts_2010.cfm?PK=228600
717,228710,4235,3731,27,405,1,52,0,4,15,2753,2371,13,307,1,50,0,4,7,986,931,55,Tract: 2287.10\nTotal Population: 4235,navigatela/reports/census_tracts_2010.cfm?PK=228710
718,228720,4492,3940,22,497,4,2,0,25,2,2905,2513,16,358,2,2,0,13,1,1001,934,67,Tract: 2287.20\nTotal Population: 4492,navigatela/reports/census_tracts_2010.cfm?PK=228720
719,228800,5575,4910,31,510,2,85,0,19,18,3479,3025,21,353,2,63,0,7,8,1226,1163,63,Tract: 2288.00\nTotal Population: 5575,navigatela/reports/census_tracts_2010.cfm?PK=228800
720,228900,3216,2770,16,315,7,93,0,5,10,2008,1700,12,211,2,74,0,5,4,776,756,20,Tract: 2289.00\nTotal Population: 3216,navigatela/reports/census_tracts_2010.cfm?PK=228900
721,229100,4557,4090,26,420,1,2,0,10,8,2931,2596,21,301,0,2,0,6,5,967,906,61,Tract: 2291.00\nTotal Population: 4557,navigatela/reports/census_tracts_2010.cfm?PK=229100
722,229200,4394,3589,28,712,4,36,0,8,17,2926,2289,21,559,3,36,0,5,13,1153,1051,102,Tract: 2292.00\nTotal Population: 4394,navigatela/reports/census_tracts_2010.cfm?PK=229200
723,229300,5498,4824,55,586,4,11,2,7,9,3479,2974,39,443,3,7,2,6,5,1300,1207,93,Tract: 2293.00\nTotal Population: 5498,navigatela/reports/census_tracts_2010.cfm?PK=229300
724,229410,3343,2794,32,480,4,15,0,9,9,2219,1797,27,365,3,14,0,5,8,786,729,57,Tract: 2294.10\nTotal Population: 3343,navigatela/reports/census_tracts_2010.cfm?PK=229410
725,229420,4729,4134,14,549,6,3,1,13,9,3032,2598,9,397,6,3,1,12,6,1023,970,53,Tract: 2294.20\nTotal Population: 4729,navigatela/reports/census_tracts_2010.cfm?PK=229420
726,231100,3350,2426,134,679,32,45,4,9,21,2514,1685,130,600,25,44,4,8,18,704,662,42,Tract: 2311.00\nTotal Population: 3350,navigatela/reports/census_tracts_2010.cfm?PK=231100
727,231210,3688,2626,79,881,4,56,5,31,6,2602,1792,63,656,4,55,3,24,5,1124,1036,88,Tract: 2312.10\nTotal Population: 3688,navigatela/reports/census_tracts_2010.cfm?PK=231210
728,231220,3824,2780,49,830,14,103,0,15,33,2629,1844,34,612,8,95,0,9,27,1142,1068,74,Tract: 2312.20\nTotal Population: 3824,navigatela/reports/census_tracts_2010.cfm?PK=231220
729,231300,5348,3425,87,1631,17,62,5,69,52,3768,2336,70,1213,13,54,5,46,31,1584,1473,111,Tract: 2313.00\nTotal Population: 5348,navigatela/reports/census_tracts_2010.cfm?PK=231300
730,231400,4688,2967,64,1470,13,117,5,18,34,3370,2034,44,1143,8,98,2,15,26,1512,1405,107,Tract: 2314.00\nTotal Population: 4688,navigatela/reports/census_tracts_2010.cfm?PK=231400
731,231500,4752,2565,56,1947,5,118,0,21,40,3570,1847,42,1523,4,114,0,12,28,1430,1362,68,Tract: 2315.00\nTotal Population: 4752,navigatela/reports/census_tracts_2010.cfm?PK=231500
732,231600,7110,4668,104,2128,9,92,10,34,65,5092,3193,78,1652,8,83,6,24,48,2097,1918,179,Tract: 2316.00\nTotal Population: 7110,navigatela/reports/census_tracts_2010.cfm?PK=231600
733,231710,4358,3449,20,821,14,12,3,25,14,2864,2253,15,550,8,9,1,19,9,1271,1169,102,Tract: 2317.10\nTotal Population: 4358,navigatela/reports/census_tracts_2010.cfm?PK=231710
734,231720,4966,3876,61,860,3,107,0,48,11,3505,2678,56,637,3,104,0,19,8,1504,1377,127,Tract: 2317.20\nTotal Population: 4966,navigatela/reports/census_tracts_2010.cfm?PK=231720
735,231800,5303,4609,60,594,5,4,0,14,17,3613,3093,36,452,4,4,0,10,14,1390,1294,96,Tract: 2318.00\nTotal Population: 5303,navigatela/reports/census_tracts_2010.cfm?PK=231800
736,231900,5968,4995,43,885,5,15,0,14,11,3961,3248,37,642,4,13,0,10,7,1438,1342,96,Tract: 2319.00\nTotal Population: 5968,navigatela/reports/census_tracts_2010.cfm?PK=231900
737,232110,3191,2257,17,872,1,2,0,21,21,2185,1503,8,642,0,2,0,11,19,873,799,74,Tract: 2321.10\nTotal Population: 3191,navigatela/reports/census_tracts_2010.cfm?PK=232110
738,232120,5263,4119,39,1024,19,16,3,16,27,3559,2740,27,731,14,10,3,13,21,1378,1307,71,Tract: 2321.20\nTotal Population: 5263,navigatela/reports/census_tracts_2010.cfm?PK=232120
739,232200,3119,1934,43,1104,4,6,0,16,12,2249,1330,28,862,4,6,0,11,8,885,794,91,Tract: 2322.00\nTotal Population: 3119,navigatela/reports/census_tracts_2010.cfm?PK=232200
740,232300,3926,2532,28,1309,8,8,0,17,24,2841,1751,24,1026,7,8,0,10,15,1068,992,76,Tract: 2323.00\nTotal Population: 3926,navigatela/reports/census_tracts_2010.cfm?PK=232300
741,232400,6957,3926,89,2771,11,53,2,47,58,4999,2703,60,2106,5,46,2,32,45,1984,1854,130,Tract: 2324.00\nTotal Population: 6957,navigatela/reports/census_tracts_2010.cfm?PK=232400
742,232500,4619,2627,28,1890,9,8,0,21,36,3243,1789,20,1383,5,8,0,10,28,1438,1337,101,Tract: 2325.00\nTotal Population: 4619,navigatela/reports/census_tracts_2010.cfm?PK=232500
743,232600,6288,4373,36,1762,6,9,1,67,34,4558,3038,26,1399,5,8,1,50,31,1810,1677,133,Tract: 2326.00\nTotal Population: 6288,navigatela/reports/census_tracts_2010.cfm?PK=232600
744,232700,5895,4336,43,1435,5,30,0,24,22,4063,2886,30,1083,5,24,0,19,16,1612,1488,124,Tract: 2327.00\nTotal Population: 5895,navigatela/reports/census_tracts_2010.cfm?PK=232700
745,232800,3823,3079,27,655,10,16,0,8,28,2591,2033,25,490,7,10,0,4,22,963,882,81,Tract: 2328.00\nTotal Population: 3823,navigatela/reports/census_tracts_2010.cfm?PK=232800
746,234000,5335,1675,156,3246,11,106,5,42,94,4166,1172,131,2662,9,103,4,27,58,2012,1914,98,Tract: 2340.00\nTotal Population: 5335,navigatela/reports/census_tracts_2010.cfm?PK=234000
747,234200,2376,281,69,1709,6,247,2,13,49,1973,191,61,1430,6,239,2,10,34,1100,1055,45,Tract: 2342.00\nTotal Population: 2376,navigatela/reports/census_tracts_2010.cfm?PK=234200
748,234300,4098,256,43,3682,10,30,7,11,59,3374,172,40,3069,10,29,7,7,40,2385,2205,180,Tract: 2343.00\nTotal Population: 4098,navigatela/reports/census_tracts_2010.cfm?PK=234300
749,234501,2728,972,44,1593,5,29,6,42,37,2035,668,41,1227,2,25,5,35,32,914,854,60,Tract: 2345.01\nTotal Population: 2728,navigatela/reports/census_tracts_2010.cfm?PK=234501
750,234502,2698,910,42,1649,11,30,0,12,44,2081,662,37,1296,10,28,0,11,37,1158,1077,81,Tract: 2345.02\nTotal Population: 2698,navigatela/reports/census_tracts_2010.cfm?PK=234502
751,234600,5024,1581,80,3227,7,46,1,17,65,3798,1085,76,2522,5,41,1,16,52,1738,1635,103,Tract: 2346.00\nTotal Population: 5024,navigatela/reports/census_tracts_2010.cfm?PK=234600
752,234700,3888,1489,44,2250,16,20,6,32,31,2923,1023,35,1781,13,19,6,24,22,1443,1344,99,Tract: 2347.00\nTotal Population: 3888,navigatela/reports/census_tracts_2010.cfm?PK=234700
753,234800,3426,1455,43,1822,9,18,3,26,50,2548,1022,33,1410,7,17,3,18,38,1130,1069,61,Tract: 2348.00\nTotal Population: 3426,navigatela/reports/census_tracts_2010.cfm?PK=234800
754,234901,2999,1360,20,1559,1,8,6,13,32,2078,868,14,1153,1,6,5,9,22,1147,1060,87,Tract: 2349.01\nTotal Population: 2999,navigatela/reports/census_tracts_2010.cfm?PK=234901
755,234902,4005,1763,71,2072,4,16,0,18,61,2863,1149,62,1572,4,13,0,12,51,1606,1443,163,Tract: 2349.02\nTotal Population: 4005,navigatela/reports/census_tracts_2010.cfm?PK=234902
756,235100,4520,855,191,3252,11,82,7,23,99,3533,594,169,2598,9,68,6,18,71,1718,1644,74,Tract: 2351.00\nTotal Population: 4520,navigatela/reports/census_tracts_2010.cfm?PK=235100
757,235201,2781,864,33,1763,10,12,2,48,49,2104,591,27,1395,7,9,2,33,40,947,908,39,Tract: 2352.01\nTotal Population: 2781,navigatela/reports/census_tracts_2010.cfm?PK=235201
